,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,Home/Away,REST,OPP_REST,W/L,+/-
225,CHA,11/9/16,48,0.512,0.354,0.091,0.122,0.512,0.22,0.149,0.238,UTA,1,2,2,1,6
226,NYK,11/9/16,48,0.533,0.185,0.134,0.214,0.487,0.342,0.177,0.146,BKN,1,3,1,1,14
227,PHX,11/9/16,48,0.5,0.357,0.171,0.238,0.41,0.36,0.113,0.188,DET,1,1,2,1,7
228,PHI,11/9/16,48,0.558,0.2,0.154,0.217,0.594,0.222,0.148,0.175,IND,0,2,2,0,-7
229,CHI,11/9/16,48,0.5,0.231,0.132,0.186,0.56,0.325,0.219,0.361,ATL,0,2,1,0,-8
230,BOS,11/9/16,48,0.494,0.272,0.116,0.167,0.554,0.217,0.128,0.442,WAS,0,3,2,0,-25
231,UTA,11/9/16,48,0.512,0.22,0.149,0.238,0.512,0.354,0.091,0.122,CHA,0,2,2,0,-6
232,MIA,11/10/16,48,0.483,0.17,0.139,0.28,0.449,0.225,0.123,0.273,CHI,1,3,1,0,-3
233,GSW,11/10/16,48,0.624,0.235,0.15,0.25,0.473,0.181,0.184,0.327,DEN,0,1,2,1,24
234,CHI,11/10/16,48,0.449,0.225,0.123,0.273,0.483,0.17,0.139,0.28,MIA,0,1,3,1,3
235,SAC,11/10/16,48,0.447,0.235,0.153,0.224,0.574,0.297,0.209,0.111,LAL,1,2,2,0,-10
236,NOP,11/10/16,48,0.489,0.303,0.1,0.229,0.473,0.275,0.108,0.234,MIL,0,2,4,1,6
237,MIL,11/10/16,48,0.473,0.275,0.108,0.234,0.489,0.303,0.1,0.229,NOP,1,4,2,0,-6
238,LAL,11/10/16,48,0.574,0.297,0.209,0.111,0.447,0.235,0.153,0.224,SAC,0,2,2,1,10
239,DEN,11/10/16,48,0.473,0.181,0.184,0.327,0.624,0.235,0.15,0.25,GSW,1,2,1,0,-24
240,CLE,11/11/16,48,0.5,0.302,0.151,0.265,0.454,0.218,0.149,0.227,WAS,0,3,2,1,11
241,LAC,11/11/16,48,0.517,0.407,0.1,0.234,0.523,0.216,0.163,0.209,OKC,0,2,2,1,2
242,TOR,11/11/16,48,0.511,0.244,0.052,0.17,0.5,0.258,0.123,0.327,CHA,0,2,2,1,2
243,SAC,11/11/16,48,0.523,0.398,0.142,0.31,0.599,0.314,0.125,0.167,POR,0,1,2,0,-2
244,DET,11/11/16,48,0.454,0.276,0.146,0.205,0.5,0.235,0.092,0.233,SAS,0,2,2,0,-10
245,PHI,11/11/16,48,0.483,0.36,0.188,0.265,0.472,0.261,0.121,0.089,IND,1,2,2,1,4
246,CHA,11/11/16,48,0.5,0.258,0.123,0.327,0.511,0.244,0.052,0.17,TOR,1,2,2,0,-2
247,BOS,11/11/16,48,0.45,0.478,0.151,0.345,0.383,0.181,0.237,0.382,NYK,1,2,2,1,28
248,UTA,11/11/16,48,0.451,0.198,0.165,0.255,0.385,0.244,0.133,0.167,ORL,0,2,2,1,13
249,SAS,11/11/16,48,0.5,0.235,0.092,0.233,0.454,0.276,0.146,0.205,DET,1,2,2,1,10
250,NYK,11/11/16,48,0.383,0.181,0.237,0.382,0.45,0.478,0.151,0.345,BOS,0,2,2,0,-28
251,OKC,11/11/16,48,0.523,0.216,0.163,0.209,0.517,0.407,0.1,0.234,LAC,1,2,2,0,-2
252,IND,11/11/16,48,0.472,0.261,0.121,0.089,0.483,0.36,0.188,0.265,PHI,0,2,2,0,-4
253,WAS,11/11/16,48,0.454,0.218,0.149,0.227,0.5,0.302,0.151,0.265,CLE,1,2,3,0,-11
254,ORL,11/11/16,48,0.385,0.244,0.133,0.167,0.451,0.198,0.165,0.255,UTA,1,2,2,0,-13
255,POR,11/11/16,48,0.599,0.314,0.125,0.167,0.523,0.398,0.142,0.31,SAC,1,2,1,1,2
256,MIA,11/12/16,48,0.5,0.235,0.095,0.093,0.531,0.235,0.097,0.146,UTA,1,2,1,0,-11
257,LAC,11/12/16,48,0.599,0.487,0.144,0.273,0.494,0.236,0.135,0.313,MIN,0,1,3,1,14
258,WAS,11/12/16,48,0.44,0.198,0.123,0.26,0.428,0.258,0.097,0.294,CHI,0,1,2,0,-11
259,MIN,11/12/16,48,0.494,0.236,0.135,0.313,0.599,0.487,0.144,0.273,LAC,1,3,1,0,-14
260,MIL,11/12/16,48,0.581,0.529,0.151,0.147,0.487,0.269,0.134,0.091,MEM,1,2,4,1,10
261,HOU,11/12/16,48,0.466,0.236,0.145,0.327,0.572,0.316,0.124,0.063,SAS,1,3,1,0,-6
262,DET,11/12/16,48,0.533,0.156,0.096,0.282,0.482,0.226,0.17,0.35,DEN,0,1,2,1,11
263,PHX,11/12/16,48,0.411,0.196,0.108,0.258,0.571,0.357,0.157,0.136,BKN,1,3,3,0,-18
264,UTA,11/12/16,48,0.531,0.235,0.097,0.146,0.5,0.235,0.095,0.093,MIA,0,1,2,1,11
265,DEN,11/12/16,48,0.482,0.226,0.17,0.35,0.533,0.156,0.096,0.282,DET,1,2,1,0,-11
266,LAL,11/12/16,48,0.638,0.074,0.103,0.25,0.467,0.211,0.104,0.245,NOP,0,2,2,1,27
267,SAS,11/12/16,48,0.572,0.316,0.124,0.063,0.466,0.236,0.145,0.327,HOU,0,1,3,1,6
268,BKN,11/12/16,48,0.571,0.357,0.157,0.136,0.411,0.196,0.108,0.258,PHX,0,3,3,1,18
269,CHI,11/12/16,48,0.428,0.258,0.097,0.294,0.44,0.198,0.123,0.26,WAS,1,2,1,1,11
270,BOS,11/12/16,48,0.488,0.413,0.15,0.341,0.453,0.326,0.138,0.256,IND,0,1,1,1,6
271,TOR,11/12/16,48,0.512,0.458,0.11,0.256,0.49,0.165,0.155,0.34,NYK,1,1,1,1,11
272,ATL,11/12/16,48,0.574,0.147,0.157,0.341,0.5,0.241,0.188,0.213,PHI,1,3,1,1,21
273,NYK,11/12/16,48,0.49,0.165,0.155,0.34,0.512,0.458,0.11,0.256,TOR,0,1,1,0,-11
274,PHI,11/12/16,48,0.5,0.241,0.188,0.213,0.574,0.147,0.157,0.341,ATL,0,1,3,0,-21
275,MEM,11/12/16,48,0.487,0.269,0.134,0.091,0.581,0.529,0.151,0.147,MIL,0,4,2,0,-10
276,IND,11/12/16,48,0.453,0.326,0.138,0.256,0.488,0.413,0.15,0.341,BOS,1,1,1,0,-6
277,NOP,11/12/16,48,0.467,0.211,0.104,0.245,0.638,0.074,0.103,0.25,LAL,1,2,2,0,-27
278,CLE,11/13/16,48,0.5,0.163,0.094,0.255,0.437,0.126,0.052,0.196,CHA,1,2,2,1,7
279,POR,11/13/16,48,0.434,0.323,0.075,0.246,0.456,0.319,0.17,0.348,DEN,1,2,1,1,7
280,DEN,11/13/16,48,0.456,0.319,0.17,0.348,0.434,0.323,0.075,0.246,POR,0,1,2,0,-7
281,OKC,11/13/16,48,0.549,0.283,0.107,0.286,0.599,0.233,0.103,0.211,ORL,1,2,2,0,-2
282,LAL,11/13/16,48,0.521,0.423,0.177,0.125,0.606,0.525,0.101,0.209,MIN,0,1,1,0,-26
283,PHX,11/13/16,48,0.556,0.289,0.122,0.186,0.609,0.356,0.147,0.211,GSW,0,1,3,0,-13
284,MIN,11/13/16,48,0.606,0.525,0.101,0.209,0.521,0.423,0.177,0.125,LAL,1,1,1,1,26
285,ORL,11/13/16,48,0.599,0.233,0.103,0.211,0.549,0.283,0.107,0.286,OKC,0,2,2,1,2
286,CHA,11/13/16,48,0.437,0.126,0.052,0.196,0.5,0.163,0.094,0.255,CLE,0,2,2,0,-7
287,GSW,11/13/16,48,0.609,0.356,0.147,0.211,0.556,0.289,0.122,0.186,PHX,1,3,1,1,13
288,PHI,11/14/16,48,0.406,0.189,0.129,0.204,0.577,0.187,0.179,0.356,HOU,0,2,2,0,-27
289,DET,11/14/16,48,0.495,0.174,0.095,0.095,0.403,0.25,0.15,0.232,OKC,1,2,1,1,16
290,BKN,11/14/16,48,0.506,0.286,0.221,0.209,0.611,0.233,0.117,0.243,LAC,0,2,2,0,-32
291,MEM,11/14/16,48,0.526,0.342,0.179,0.378,0.534,0.301,0.105,0.167,UTA,0,2,2,1,6
292,ORL,11/14/16,48,0.351,0.155,0.165,0.176,0.433,0.111,0.093,0.14,IND,0,1,2,0,-19
293,BOS,11/14/16,48,0.463,0.211,0.115,0.224,0.481,0.456,0.164,0.195,NOP,0,2,2,0,-1
294,OKC,11/14/16,48,0.403,0.25,0.15,0.232,0.495,0.174,0.095,0.095,DET,0,1,2,0,-16
295,NYK,11/14/16,48,0.494,0.231,0.191,0.326,0.411,0.131,0.143,0.229,DAL,1,2,5,1,16
296,UTA,11/14/16,48,0.534,0.301,0.105,0.167,0.526,0.342,0.179,0.378,MEM,1,2,2,0,-6
297,SAS,11/14/16,48,0.451,0.329,0.175,0.311,0.464,0.25,0.135,0.208,MIA,1,2,2,1,4
298,HOU,11/14/16,48,0.577,0.187,0.179,0.356,0.406,0.189,0.129,0.204,PHI,1,2,2,1,27
299,NOP,11/14/16,48,0.481,0.456,0.164,0.195,0.463,0.211,0.115,0.224,BOS,1,2,2,1,1
300,MIA,11/14/16,48,0.464,0.25,0.135,0.208,0.451,0.329,0.175,0.311,SAS,0,2,2,0,-4
301,IND,11/14/16,48,0.433,0.111,0.093,0.14,0.351,0.155,0.165,0.176,ORL,1,2,1,1,19
302,DAL,11/14/16,48,0.411,0.131,0.143,0.229,0.494,0.231,0.191,0.326,NYK,0,5,2,0,-16
303,LAC,11/14/16,48,0.611,0.233,0.117,0.243,0.506,0.286,0.221,0.209,BKN,1,2,2,1,32
304,MIA,11/15/16,48,0.444,0.157,0.227,0.37,0.5,0.238,0.203,0.162,ATL,1,1,3,0,-3
305,ATL,11/15/16,48,0.5,0.238,0.203,0.162,0.444,0.157,0.227,0.37,MIA,0,3,1,1,3
306,LAL,11/15/16,48,0.495,0.467,0.11,0.269,0.515,0.202,0.124,0.18,BKN,1,2,1,1,7
307,CLE,11/15/16,48,0.608,0.337,0.166,0.263,0.547,0.188,0.08,0.25,TOR,1,2,3,1,4
308,POR,11/15/16,48,0.405,0.189,0.111,0.238,0.454,0.286,0.099,0.358,CHI,1,2,3,0,-25
309,CHA,11/15/16,48,0.606,0.275,0.132,0.121,0.511,0.236,0.176,0.298,MIN,0,2,2,1,7
310,MIN,11/15/16,48,0.511,0.236,0.176,0.298,0.606,0.275,0.132,0.121,CHA,1,2,2,0,-7
311,CHI,11/15/16,48,0.454,0.286,0.099,0.358,0.405,0.189,0.111,0.238,POR,0,3,2,1,25
312,BKN,11/15/16,48,0.515,0.202,0.124,0.18,0.495,0.467,0.11,0.269,LAL,0,1,2,0,-7
313,TOR,11/15/16,48,0.547,0.188,0.08,0.25,0.608,0.337,0.166,0.263,CLE,0,3,2,0,-4
314,LAC,11/16/16,48,0.512,0.42,0.083,0.19,0.579,0.232,0.173,0.25,MEM,1,2,2,0,-4
315,NOP,11/16/16,48,0.409,0.232,0.181,0.196,0.443,0.216,0.126,0.25,ORL,0,2,2,0,-7
316,MIL,11/16/16,48,0.439,0.184,0.142,0.294,0.556,0.431,0.162,0.086,ATL,0,4,1,0,-7
317,ATL,11/16/16,48,0.556,0.431,0.162,0.086,0.439,0.184,0.142,0.294,MIL,1,1,4,1,7
318,ORL,11/16/16,48,0.443,0.216,0.126,0.25,0.409,0.232,0.181,0.196,NOP,1,2,2,1,7
319,WAS,11/16/16,48,0.462,0.275,0.108,0.234,0.61,0.286,0.172,0.147,PHI,0,4,2,0,-7
320,DAL,11/16/16,48,0.458,0.12,0.098,0.111,0.48,0.303,0.206,0.325,BOS,0,2,2,0,-7
321,CLE,11/16/16,48,0.471,0.233,0.177,0.239,0.558,0.128,0.104,0.111,IND,0,1,2,0,-10
322,SAS,11/16/16,48,0.551,0.193,0.113,0.2,0.533,0.408,0.176,0.263,SAC,0,2,5,1,5
323,SAC,11/16/16,48,0.533,0.408,0.176,0.263,0.551,0.193,0.113,0.2,SAS,1,5,2,0,-5
324,HOU,11/16/16,48,0.511,0.152,0.157,0.235,0.548,0.167,0.158,0.125,OKC,0,2,2,0,-2
325,MEM,11/16/16,48,0.579,0.232,0.173,0.25,0.512,0.42,0.083,0.19,LAC,0,2,2,1,4
326,IND,11/16/16,48,0.558,0.128,0.104,0.111,0.471,0.233,0.177,0.239,CLE,1,2,1,1,10
327,BOS,11/16/16,48,0.48,0.303,0.206,0.325,0.458,0.12,0.098,0.111,DAL,1,2,2,1,7
328,NYK,11/16/16,48,0.5,0.204,0.099,0.373,0.541,0.141,0.118,0.195,DET,1,2,2,1,3
329,PHI,11/16/16,48,0.61,0.286,0.172,0.147,0.462,0.275,0.108,0.234,WAS,1,2,4,1,7
330,GSW,11/16/16,48,0.58,0.322,0.115,0.175,0.512,0.5,0.147,0.317,TOR,0,3,1,1,6
331,DEN,11/16/16,48,0.527,0.258,0.135,0.333,0.544,0.367,0.159,0.167,PHX,1,3,3,1,16
332,DET,11/16/16,48,0.541,0.141,0.118,0.195,0.5,0.204,0.099,0.373,NYK,0,2,2,0,-3
333,PHX,11/16/16,48,0.544,0.367,0.159,0.167,0.527,0.258,0.135,0.333,DEN,0,3,3,0,-16
334,TOR,11/16/16,48,0.512,0.5,0.147,0.317,0.58,0.322,0.115,0.175,GSW,1,1,3,0,-6
335,OKC,11/16/16,48,0.548,0.167,0.158,0.125,0.511,0.152,0.157,0.235,HOU,1,2,2,1,2
336,MIN,11/17/16,48,0.548,0.238,0.142,0.341,0.428,0.229,0.178,0.277,PHI,1,2,1,1,24
337,CHI,11/17/16,48,0.394,0.178,0.088,0.269,0.417,0.179,0.149,0.238,UTA,0,2,3,1,8
338,MIA,11/17/16,48,0.438,0.216,0.082,0.321,0.371,0.153,0.16,0.222,MIL,1,2,1,1,23
339,MIL,11/17/16,48,0.371,0.153,0.16,0.222,0.438,0.216,0.082,0.321,MIA,0,1,2,0,-23
340,HOU,11/17/16,48,0.558,0.263,0.127,0.354,0.511,0.233,0.127,0.213,POR,1,1,2,1,17
341,WAS,11/17/16,48,0.636,0.222,0.163,0.212,0.547,0.233,0.159,0.25,NYK,1,1,1,1,7
342,UTA,11/17/16,48,0.417,0.179,0.149,0.238,0.394,0.178,0.088,0.269,CHI,1,3,2,0,-8
343,POR,11/17/16,48,0.511,0.233,0.127,0.213,0.558,0.263,0.127,0.354,HOU,0,2,1,0,-17
344,PHI,11/17/16,48,0.428,0.229,0.178,0.277,0.548,0.238,0.142,0.341,MIN,0,1,2,0,-24
345,NYK,11/17/16,48,0.547,0.233,0.159,0.25,0.636,0.222,0.163,0.212,WAS,0,1,1,0,-7
346,CLE,11/18/16,48,0.548,0.169,0.134,0.132,0.344,0.215,0.072,0.19,DET,1,2,2,1,23
347,NOP,11/18/16,48,0.604,0.244,0.091,0.028,0.443,0.295,0.139,0.265,POR,1,2,1,1,12
348,DET,11/18/16,48,0.344,0.215,0.072,0.19,0.548,0.169,0.134,0.132,CLE,0,2,2,0,-23
349,BOS,11/18/16,48,0.44,0.229,0.134,0.146,0.539,0.133,0.113,0.2,GSW,1,2,2,0,-16
350,PHX,11/18/16,48,0.521,0.186,0.121,0.419,0.48,0.382,0.186,0.263,IND,0,2,2,1,20
351,OKC,11/18/16,48,0.59,0.27,0.152,0.303,0.488,0.361,0.152,0.163,BKN,1,2,3,1,19
352,MEM,11/18/16,48,0.461,0.156,0.147,0.167,0.322,0.301,0.19,0.196,DAL,0,2,2,1,16
353,BKN,11/18/16,48,0.488,0.361,0.152,0.163,0.59,0.27,0.152,0.303,OKC,0,3,2,0,-19
354,GSW,11/18/16,48,0.539,0.133,0.113,0.2,0.44,0.229,0.134,0.146,BOS,0,2,2,1,16
355,LAC,11/18/16,48,0.612,0.447,0.14,0.152,0.5,0.407,0.14,0.22,SAC,0,2,2,1,6
356,ATL,11/18/16,48,0.506,0.202,0.169,0.182,0.467,0.267,0.106,0.163,CHA,0,2,3,0,-4
357,DAL,11/18/16,48,0.322,0.301,0.19,0.196,0.461,0.156,0.147,0.167,MEM,1,2,2,0,-16
358,CHA,11/18/16,48,0.467,0.267,0.106,0.163,0.506,0.202,0.169,0.182,ATL,1,3,2,1,4
359,TOR,11/18/16,48,0.5,0.33,0.098,0.107,0.494,0.47,0.172,0.191,DEN,0,2,2,1,2
360,SAC,11/18/16,48,0.5,0.407,0.14,0.22,0.612,0.447,0.14,0.152,LAC,1,2,2,0,-6
361,POR,11/18/16,48,0.443,0.295,0.139,0.265,0.604,0.244,0.091,0.028,NOP,0,1,2,0,-12
362,LAL,11/18/16,48,0.517,0.241,0.147,0.326,0.628,0.244,0.126,0.091,SAS,1,3,2,0,-9
363,IND,11/18/16,48,0.48,0.382,0.186,0.263,0.521,0.186,0.121,0.419,PHX,1,2,2,0,-20
364,DEN,11/18/16,48,0.494,0.47,0.172,0.191,0.5,0.33,0.098,0.107,TOR,1,2,2,0,-2
365,SAS,11/18/16,48,0.628,0.244,0.126,0.091,0.517,0.241,0.147,0.326,LAL,0,2,3,1,9
366,MIA,11/19/16,48,0.582,0.306,0.176,0.386,0.534,0.247,0.123,0.302,WAS,0,2,2,1,3
367,DET,11/19/16,48,0.471,0.186,0.079,0.229,0.476,0.207,0.09,0.188,BOS,1,1,1,0,-2
368,CHI,11/19/16,48,0.487,0.312,0.162,0.357,0.539,0.299,0.146,0.297,LAC,0,2,1,0,-7
369,MEM,11/19/16,48,0.395,0.5,0.111,0.31,0.445,0.344,0.217,0.132,MIN,1,1,2,1,22
370,CHA,11/19/16,48,0.49,0.289,0.129,0.157,0.51,0.255,0.108,0.185,NOP,0,1,1,0,-5
371,WAS,11/19/16,48,0.534,0.247,0.123,0.302,0.582,0.306,0.176,0.386,MIA,1,2,2,0,-3
372,GSW,11/19/16,48,0.516,0.337,0.116,0.367,0.573,0.281,0.126,0.27,MIL,0,1,2,1,3
373,UTA,11/19/16,48,0.592,0.224,0.151,0.147,0.511,0.213,0.051,0.208,HOU,0,2,2,0,-9
374,HOU,11/19/16,48,0.511,0.213,0.051,0.208,0.592,0.224,0.151,0.147,UTA,1,2,2,1,9
375,ORL,11/19/16,48,0.487,0.282,0.205,0.256,0.422,0.351,0.143,0.111,DAL,1,3,1,1,8
376,DAL,11/19/16,48,0.422,0.351,0.143,0.111,0.487,0.282,0.205,0.256,ORL,0,1,3,0,-8
377,NOP,11/19/16,48,0.51,0.255,0.108,0.185,0.49,0.289,0.129,0.157,CHA,1,1,1,1,5
378,MIL,11/19/16,48,0.573,0.281,0.126,0.27,0.516,0.337,0.116,0.367,GSW,1,2,1,0,-3
379,PHX,11/19/16,48,0.457,0.37,0.136,0.24,0.622,0.233,0.176,0.158,PHI,0,1,2,0,-15
380,PHI,11/19/16,48,0.622,0.233,0.176,0.158,0.457,0.37,0.136,0.24,PHX,1,2,1,1,15
381,BOS,11/19/16,48,0.476,0.207,0.09,0.188,0.471,0.186,0.079,0.229,DET,0,1,1,1,2
382,LAC,11/19/16,48,0.539,0.299,0.146,0.297,0.487,0.312,0.162,0.357,CHI,1,1,2,1,7
383,MIN,11/19/16,48,0.445,0.344,0.217,0.132,0.395,0.5,0.111,0.31,MEM,0,2,1,0,-22
384,TOR,11/20/16,48,0.453,0.282,0.159,0.327,0.512,0.309,0.137,0.111,SAC,0,2,2,0,-3
385,NYK,11/20/16,48,0.534,0.159,0.153,0.244,0.435,0.341,0.134,0.264,ATL,1,3,2,1,10
386,POR,11/20/16,48,0.665,0.247,0.148,0.242,0.452,0.333,0.095,0.208,BKN,0,2,2,1,20
387,SAC,11/20/16,48,0.512,0.309,0.137,0.111,0.453,0.282,0.159,0.327,TOR,1,2,2,1,3
388,DEN,11/20/16,48,0.535,0.349,0.094,0.255,0.429,0.271,0.11,0.275,UTA,1,2,1,1,14
389,CHI,11/20/16,48,0.563,0.322,0.178,0.372,0.511,0.226,0.098,0.2,LAL,0,1,2,1,8
390,LAL,11/20/16,48,0.511,0.226,0.098,0.2,0.563,0.322,0.178,0.372,CHI,1,2,1,0,-8
391,UTA,11/20/16,48,0.429,0.271,0.11,0.275,0.535,0.349,0.094,0.255,DEN,0,1,2,0,-14
392,ATL,11/20/16,48,0.435,0.341,0.134,0.264,0.534,0.159,0.153,0.244,NYK,0,2,3,0,-10
393,BKN,11/20/16,48,0.452,0.333,0.095,0.208,0.665,0.247,0.148,0.242,POR,1,2,2,0,-20
394,IND,11/20/16,48,0.511,0.348,0.201,0.306,0.485,0.178,0.176,0.294,OKC,0,2,2,1,4
395,OKC,11/20/16,48,0.485,0.178,0.176,0.294,0.511,0.348,0.201,0.306,IND,1,2,2,0,-4
396,DET,11/21/16,48,0.454,0.276,0.141,0.261,0.513,0.346,0.188,0.308,HOU,1,2,2,0,-3
397,ORL,11/21/16,48,0.461,0.312,0.244,0.25,0.453,0.244,0.137,0.137,MIL,0,2,2,0,-4
398,PHI,11/21/16,48,0.545,0.256,0.158,0.194,0.426,0.318,0.159,0.389,MIA,1,2,2,1,7
399,MIN,11/21/16,48,0.442,0.291,0.156,0.327,0.524,0.167,0.125,0.146,BOS,1,2,2,0,-6
400,WAS,11/21/16,48,0.462,0.374,0.115,0.264,0.489,0.165,0.199,0.295,PHX,1,2,2,1,5
401,MIA,11/21/16,48,0.426,0.318,0.159,0.389,0.545,0.256,0.158,0.194,PHI,0,2,2,0,-7
402,PHX,11/21/16,48,0.489,0.165,0.199,0.295,0.462,0.374,0.115,0.264,WAS,0,2,2,0,-5
403,BOS,11/21/16,48,0.524,0.167,0.125,0.146,0.442,0.291,0.156,0.327,MIN,0,2,2,1,6
404,TOR,11/21/16,48,0.55,0.4,0.109,0.1,0.595,0.568,0.148,0.176,LAC,0,1,2,0,-8
405,HOU,11/21/16,48,0.513,0.346,0.188,0.308,0.454,0.276,0.141,0.261,DET,0,2,2,1,3
406,DAL,11/21/16,48,0.527,0.27,0.189,0.244,0.52,0.333,0.152,0.211,SAS,0,2,3,0,-5
407,IND,11/21/16,48,0.35,0.117,0.122,0.238,0.517,0.356,0.115,0.261,GSW,1,1,2,0,-37
408,MIL,11/21/16,48,0.453,0.244,0.137,0.137,0.461,0.312,0.244,0.25,ORL,1,2,2,1,4
409,SAS,11/21/16,48,0.52,0.333,0.152,0.211,0.527,0.27,0.189,0.244,DAL,1,3,2,1,5
410,CHA,11/21/16,48,0.473,0.452,0.122,0.19,0.548,0.202,0.105,0.162,MEM,1,2,2,0,-15
411,LAC,11/21/16,48,0.595,0.568,0.148,0.176,0.55,0.4,0.109,0.1,TOR,1,2,1,1,8
412,GSW,11/21/16,48,0.517,0.356,0.115,0.261,0.35,0.117,0.122,0.238,IND,0,2,1,1,37
413,MEM,11/21/16,48,0.548,0.202,0.105,0.162,0.473,0.452,0.122,0.19,CHA,0,2,2,1,15
414,ATL,11/22/16,48,0.518,0.118,0.152,0.146,0.587,0.14,0.113,0.128,NOP,1,2,3,0,-18
415,DEN,11/22/16,48,0.48,0.17,0.1,0.309,0.484,0.189,0.07,0.208,CHI,1,2,2,1,3
416,CHI,11/22/16,48,0.484,0.189,0.07,0.208,0.48,0.17,0.1,0.309,DEN,0,2,2,0,-3
417,LAL,11/22/16,48,0.59,0.193,0.168,0.171,0.549,0.12,0.157,0.275,OKC,1,2,2,1,2
418,NOP,11/22/16,48,0.587,0.14,0.113,0.128,0.518,0.118,0.152,0.146,ATL,0,3,2,1,18
419,NYK,11/22/16,48,0.516,0.083,0.127,0.233,0.477,0.302,0.156,0.25,POR,1,2,2,1,4
420,OKC,11/22/16,48,0.549,0.12,0.157,0.275,0.59,0.193,0.168,0.171,LAL,0,2,2,0,-2
421,POR,11/22/16,48,0.477,0.302,0.156,0.25,0.516,0.083,0.127,0.233,NYK,0,2,2,0,-4
422,MEM,11/23/16,48,0.434,0.242,0.13,0.158,0.441,0.247,0.221,0.178,PHI,0,2,2,1,5
423,HOU,11/23/16,48,0.577,0.154,0.279,0.324,0.557,0.239,0.163,0.349,TOR,1,2,2,0,-13
424,LAC,11/23/16,48,0.594,0.365,0.097,0.15,0.518,0.214,0.163,0.213,DAL,0,2,2,1,20
425,MIA,11/23/16,48,0.407,0.4,0.147,0.152,0.531,0.309,0.146,0.25,DET,0,2,2,0,-23
426,DET,11/23/16,48,0.531,0.309,0.146,0.25,0.407,0.4,0.147,0.152,MIA,1,2,2,1,23
427,POR,11/23/16,48,0.594,0.211,0.092,0.22,0.65,0.3,0.106,0.237,CLE,0,1,5,0,-12
428,ATL,11/23/16,48,0.453,0.259,0.221,0.362,0.446,0.167,0.194,0.152,IND,0,1,2,1,11
429,CHA,11/23/16,48,0.567,0.202,0.159,0.316,0.587,0.233,0.103,0.2,SAS,1,2,2,0,-5
430,NOP,11/23/16,48,0.596,0.277,0.16,0.108,0.401,0.384,0.155,0.163,MIN,1,1,2,1,21
431,OKC,11/23/16,48,0.467,0.5,0.093,0.125,0.532,0.181,0.108,0.25,SAC,0,1,3,0,-15
432,PHX,11/23/16,48,0.514,0.301,0.181,0.154,0.401,0.253,0.109,0.224,ORL,0,2,2,1,5
433,GSW,11/23/16,48,0.727,0.407,0.095,0.167,0.473,0.237,0.111,0.143,LAL,1,2,1,1,43
434,DEN,11/23/16,48,0.369,0.352,0.102,0.23,0.544,0.392,0.136,0.103,UTA,0,1,3,0,-25
435,IND,11/23/16,48,0.446,0.167,0.194,0.152,0.453,0.259,0.221,0.362,ATL,1,2,1,0,-11
436,DAL,11/23/16,48,0.518,0.214,0.163,0.213,0.594,0.365,0.097,0.15,LAC,1,2,2,0,-20
437,BOS,11/23/16,48,0.536,0.082,0.135,0.25,0.453,0.256,0.18,0.188,BKN,0,2,3,1,19
438,CLE,11/23/16,48,0.65,0.3,0.106,0.237,0.594,0.211,0.092,0.22,POR,1,5,1,1,12
439,BKN,11/23/16,48,0.453,0.256,0.18,0.188,0.536,0.082,0.135,0.25,BOS,1,3,2,0,-19
440,LAL,11/23/16,48,0.473,0.237,0.111,0.143,0.727,0.407,0.095,0.167,GSW,0,1,2,0,-43
441,UTA,11/23/16,48,0.544,0.392,0.136,0.103,0.369,0.352,0.102,0.23,DEN,1,3,1,1,25
442,SAC,11/23/16,48,0.532,0.181,0.108,0.25,0.467,0.5,0.093,0.125,OKC,1,3,1,1,15
443,MIN,11/23/16,48,0.401,0.384,0.155,0.163,0.596,0.277,0.16,0.108,NOP,0,2,1,0,-21
444,TOR,11/23/16,48,0.557,0.239,0.163,0.349,0.577,0.154,0.279,0.324,HOU,0,2,2,1,13
445,ORL,11/23/16,48,0.401,0.253,0.109,0.224,0.514,0.301,0.181,0.154,PHX,1,2,2,0,-5
446,PHI,11/23/16,48,0.441,0.247,0.221,0.178,0.434,0.242,0.13,0.158,MEM,1,2,2,0,-5
447,SAS,11/23/16,48,0.587,0.233,0.103,0.2,0.567,0.202,0.159,0.316,CHA,0,2,2,1,5
448,BKN,11/25/16,48,0.525,0.291,0.2,0.191,0.615,0.184,0.15,0.237,IND,0,2,2,0,-21
449,LAC,11/25/16,48,0.527,0.356,0.151,0.154,0.572,0.078,0.106,0.25,DET,0,2,2,0,-11
450,POR,11/25/16,48,0.53,0.17,0.103,0.273,0.559,0.382,0.139,0.048,NOP,1,2,2,1,15
451,CLE,11/25/16,48,0.624,0.282,0.139,0.243,0.451,0.132,0.141,0.224,DAL,1,2,2,1,38
452,ORL,11/25/16,48,0.481,0.25,0.203,0.318,0.489,0.114,0.123,0.167,WAS,1,2,4,0,-3
453,ATL,11/25/16,48,0.361,0.145,0.145,0.115,0.5,0.225,0.169,0.209,UTA,0,2,2,0,-27
454,SAC,11/25/16,48,0.544,0.263,0.141,0.105,0.594,0.235,0.157,0.195,HOU,1,2,2,0,-13
