,TEAM,MATCH UP,GAME DATE,MIN,EFG%,FTA RATE,TOV%,TOV,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_TOV,OPP_OREB%,OPP,Home/Away,REST,PTS,OPP_PTS,+/-,WIN,OPP_REST
2000,NYK,NYK vs. IND,3/14/17,48,0.476,0.157,0.162,16.2,0.22,0.414,0.172,0.167,16.7,0.255,IND,1,2,87,81,6,1,2
2001,OKC,OKC @ BKN,3/14/17,48,0.551,0.382,0.125,12.5,0.317,0.549,0.423,0.2,20,0.114,BKN,0,3,122,104,18,1,2
2002,IND,IND @ NYK,3/14/17,48,0.414,0.172,0.167,16.7,0.255,0.476,0.157,0.162,16.2,0.22,NYK,0,2,81,87,-6,0,2
2003,BKN,BKN vs. OKC,3/14/17,48,0.549,0.423,0.2,20,0.114,0.551,0.382,0.125,12.5,0.317,OKC,1,2,104,122,-18,0,3
2004,IND,IND vs. CHA,3/15/17,48,0.616,0.123,0.169,16.9,0.1,0.419,0.163,0.108,10.8,0.071,CHA,1,1,98,77,21,1,2
2005,HOU,HOU vs. LAL,3/15/17,48,0.648,0.352,0.186,18.6,0.31,0.478,0.198,0.204,20.4,0.196,LAL,1,3,139,100,39,1,2
2006,MIA,MIA vs. NOP,3/15/17,48,0.598,0.218,0.161,16.1,0.286,0.528,0.318,0.14,14,0.195,NOP,1,3,120,112,8,1,1
2007,MEM,MEM @ CHI,3/15/17,48,0.488,0.212,0.122,12.2,0.311,0.434,0.165,0.067,6.7,0.269,CHI,0,2,98,91,7,1,2
2008,DET,DET vs. UTA,3/15/17,48,0.436,0.14,0.098,9.8,0.178,0.552,0.208,0.179,17.9,0.162,UTA,1,1,83,97,-14,0,2
2009,POR,POR @ SAS,3/15/17,48,0.531,0.35,0.115,11.5,0.205,0.54,0.17,0.142,14.2,0.244,SAS,0,1,110,106,4,1,2
2010,LAL,LAL @ HOU,3/15/17,48,0.478,0.198,0.204,20.4,0.196,0.648,0.352,0.186,18.6,0.31,HOU,0,2,100,139,-39,0,3
2011,CHI,CHI vs. MEM,3/15/17,48,0.434,0.165,0.067,6.7,0.269,0.488,0.212,0.122,12.2,0.311,MEM,1,2,91,98,-7,0,2
2012,MIN,MIN @ BOS,3/15/17,48,0.484,0.22,0.086,8.6,0.319,0.627,0.266,0.107,10.7,0.156,BOS,0,2,104,117,-13,0,3
2013,WAS,WAS vs. DAL,3/15/17,48,0.561,0.256,0.122,12.2,0.125,0.595,0.316,0.105,10.5,0.119,DAL,1,2,107,112,-5,0,2
2014,DAL,DAL @ WAS,3/15/17,48,0.595,0.316,0.105,10.5,0.119,0.561,0.256,0.122,12.2,0.125,WAS,0,2,112,107,5,1,2
2015,BOS,BOS vs. MIN,3/15/17,48,0.627,0.266,0.107,10.7,0.156,0.484,0.22,0.086,8.6,0.319,MIN,1,3,117,104,13,1,2
2016,LAC,LAC vs. MIL,3/15/17,48,0.5,0.387,0.164,16.4,0.158,0.513,0.329,0.117,11.7,0.1,MIL,1,2,96,97,-1,0,2
2017,MIL,MIL @ LAC,3/15/17,48,0.513,0.329,0.117,11.7,0.1,0.5,0.387,0.164,16.4,0.158,LAC,0,2,97,96,1,1,2
2018,CHA,CHA @ IND,3/15/17,48,0.419,0.163,0.108,10.8,0.071,0.616,0.123,0.169,16.9,0.1,IND,0,2,77,98,-21,0,1
2019,UTA,UTA @ DET,3/15/17,48,0.552,0.208,0.179,17.9,0.162,0.436,0.14,0.098,9.8,0.178,DET,0,2,97,83,14,1,1
2020,PHX,PHX vs. SAC,3/15/17,48,0.43,0.131,0.118,11.8,0.286,0.519,0.43,0.173,17.3,0.205,SAC,1,3,101,107,-6,0,2
2021,NOP,NOP @ MIA,3/15/17,48,0.528,0.318,0.14,14,0.195,0.598,0.218,0.161,16.1,0.286,MIA,0,1,112,120,-8,0,3
2022,SAS,SAS vs. POR,3/15/17,48,0.54,0.17,0.142,14.2,0.244,0.531,0.35,0.115,11.5,0.205,POR,1,2,106,110,-4,0,1
2023,SAC,SAC @ PHX,3/15/17,48,0.519,0.43,0.173,17.3,0.205,0.43,0.131,0.118,11.8,0.286,PHX,0,2,107,101,6,1,3
2024,TOR,TOR vs. OKC,3/16/17,48,0.488,0.37,0.137,13.7,0.14,0.614,0.216,0.172,17.2,0.278,OKC,1,3,102,123,-21,0,2
2025,GSW,GSW vs. ORL,3/16/17,48,0.632,0.264,0.126,12.6,0.175,0.41,0.223,0.194,19.4,0.286,ORL,1,2,122,92,30,1,3
2026,LAC,LAC @ DEN,3/16/17,48,0.619,0.179,0.094,9.4,0.098,0.622,0.302,0.113,11.3,0.268,DEN,0,1,114,129,-15,0,3
2027,OKC,OKC @ TOR,3/16/17,48,0.614,0.216,0.172,17.2,0.278,0.488,0.37,0.137,13.7,0.14,TOR,0,2,123,102,21,1,3
2028,ORL,ORL @ GSW,3/16/17,48,0.41,0.223,0.194,19.4,0.286,0.632,0.264,0.126,12.6,0.175,GSW,0,3,92,122,-30,0,2
2029,DEN,DEN vs. LAC,3/16/17,48,0.622,0.302,0.113,11.3,0.268,0.619,0.179,0.094,9.4,0.098,LAC,1,3,129,114,15,1,1
2030,CLE,CLE vs. UTA,3/16/17,48,0.471,0.221,0.126,12.6,0.229,0.445,0.171,0.179,17.9,0.196,UTA,1,2,91,83,8,1,1
2031,NYK,NYK vs. BKN,3/16/17,48,0.483,0.295,0.069,6.9,0.116,0.535,0.407,0.145,14.5,0.31,BKN,1,2,110,121,-11,0,2
2032,MEM,MEM @ ATL,3/16/17,48,0.478,0.196,0.125,12.5,0.348,0.465,0.479,0.188,18.8,0.2,ATL,0,1,103,91,12,1,3
2033,BKN,BKN @ NYK,3/16/17,48,0.535,0.407,0.145,14.5,0.31,0.483,0.295,0.069,6.9,0.116,NYK,0,2,121,110,11,1,2
2034,ATL,ATL vs. MEM,3/16/17,48,0.465,0.479,0.188,18.8,0.2,0.478,0.196,0.125,12.5,0.348,MEM,1,3,91,103,-12,0,1
2035,UTA,UTA @ CLE,3/16/17,48,0.445,0.171,0.179,17.9,0.196,0.471,0.221,0.126,12.6,0.229,CLE,0,1,83,91,-8,0,2
2036,HOU,HOU @ NOP,3/17/17,48,0.478,0.352,0.12,12,0.182,0.598,0.261,0.122,12.2,0.2,NOP,0,2,112,128,-16,0,2
2037,CHI,CHI @ WAS,3/17/17,48,0.54,0.205,0.19,19,0.357,0.505,0.119,0.097,9.7,0.255,WAS,0,2,107,112,-5,0,2
2038,DAL,DAL @ PHI,3/17/17,48,0.374,0.195,0.127,12.7,0.098,0.6,0.288,0.165,16.5,0.237,PHI,0,2,74,116,-42,0,3
2039,ORL,ORL @ PHX,3/17/17,48,0.474,0.219,0.118,11.8,0.178,0.448,0.345,0.154,15.4,0.255,PHX,0,1,109,103,6,1,2
2040,TOR,TOR @ DET,3/17/17,48,0.442,0.256,0.132,13.2,0.178,0.367,0.253,0.139,13.9,0.211,DET,0,1,87,75,12,1,2
2041,BOS,BOS @ BKN,3/17/17,48,0.441,0.341,0.127,12.7,0.186,0.428,0.361,0.1,10,0.122,BKN,0,2,98,95,3,1,1
2042,BKN,BKN vs. BOS,3/17/17,48,0.428,0.361,0.1,10,0.122,0.441,0.341,0.127,12.7,0.186,BOS,1,1,95,98,-3,0,2
2043,MIA,MIA vs. MIN,3/17/17,48,0.635,0.224,0.153,15.3,0.345,0.512,0.268,0.117,11.7,0.231,MIN,1,2,123,105,18,1,2
2044,LAL,LAL vs. MIL,3/17/17,48,0.518,0.31,0.151,15.1,0.25,0.512,0.366,0.15,15,0.256,MIL,1,2,103,107,-4,0,2
2045,PHX,PHX vs. ORL,3/17/17,48,0.448,0.345,0.154,15.4,0.255,0.474,0.219,0.118,11.8,0.178,ORL,1,2,103,109,-6,0,1
2046,MIL,MIL @ LAL,3/17/17,48,0.512,0.366,0.15,15,0.256,0.518,0.31,0.151,15.1,0.25,LAL,0,2,107,103,4,1,2
2047,DET,DET vs. TOR,3/17/17,48,0.367,0.253,0.139,13.9,0.211,0.442,0.256,0.132,13.2,0.178,TOR,1,2,75,87,-12,0,1
2048,MIN,MIN @ MIA,3/17/17,48,0.512,0.268,0.117,11.7,0.231,0.635,0.224,0.153,15.3,0.345,MIA,0,2,105,123,-18,0,2
2049,NOP,NOP vs. HOU,3/17/17,48,0.598,0.261,0.122,12.2,0.2,0.478,0.352,0.12,12,0.182,HOU,1,2,128,112,16,1,2
2050,WAS,WAS vs. CHI,3/17/17,48,0.505,0.119,0.097,9.7,0.255,0.54,0.205,0.19,19,0.357,CHI,1,2,112,107,5,1,2
2051,PHI,PHI vs. DAL,3/17/17,48,0.6,0.288,0.165,16.5,0.237,0.374,0.195,0.127,12.7,0.098,DAL,1,3,116,74,42,1,2
2052,OKC,OKC vs. SAC,3/18/17,48,0.561,0.305,0.167,16.7,0.333,0.441,0.271,0.14,14,0.2,SAC,1,2,110,94,16,1,3
2053,POR,POR @ ATL,3/18/17,48,0.552,0.218,0.211,21.1,0.361,0.403,0.364,0.126,12.6,0.226,ATL,0,3,113,97,16,1,2
2054,HOU,HOU @ DEN,3/18/17,48,0.488,0.422,0.137,13.7,0.238,0.483,0.337,0.136,13.6,0.255,DEN,0,1,109,105,4,1,2
2055,ATL,ATL vs. POR,3/18/17,48,0.403,0.364,0.126,12.6,0.226,0.552,0.218,0.211,21.1,0.361,POR,1,2,97,113,-16,0,3
2056,CLE,CLE @ LAC,3/18/17,48,0.416,0.157,0.124,12.4,0.078,0.564,0.372,0.152,15.2,0.163,LAC,0,2,78,108,-30,0,2
2057,CHA,CHA vs. WAS,3/18/17,48,0.482,0.329,0.083,8.3,0.143,0.437,0.392,0.133,13.3,0.186,WAS,1,3,98,93,5,1,1
2058,SAS,SAS @ MEM,3/18/17,48,0.5,0.293,0.165,16.5,0.243,0.507,0.408,0.108,10.8,0.175,MEM,0,3,96,104,-8,0,2
2059,LAC,LAC vs. CLE,3/18/17,48,0.564,0.372,0.152,15.2,0.163,0.416,0.157,0.124,12.4,0.078,CLE,1,2,108,78,30,1,2
2060,DEN,DEN vs. HOU,3/18/17,48,0.483,0.337,0.136,13.6,0.255,0.488,0.422,0.137,13.7,0.238,HOU,1,2,105,109,-4,0,1
2061,SAC,SAC @ OKC,3/18/17,48,0.441,0.271,0.14,14,0.2,0.561,0.305,0.167,16.7,0.333,OKC,0,3,94,110,-16,0,2
2062,CHI,CHI vs. UTA,3/18/17,48,0.519,0.175,0.122,12.2,0.179,0.426,0.309,0.167,16.7,0.347,UTA,1,1,95,86,9,1,2
2063,MIL,MIL @ GSW,3/18/17,48,0.455,0.157,0.117,11.7,0.24,0.68,0.253,0.153,15.3,0.207,GSW,0,1,92,117,-25,0,2
2064,GSW,GSW vs. MIL,3/18/17,48,0.68,0.253,0.153,15.3,0.207,0.455,0.157,0.117,11.7,0.24,MIL,1,2,117,92,25,1,1
2065,UTA,UTA @ CHI,3/18/17,48,0.426,0.309,0.167,16.7,0.347,0.519,0.175,0.122,12.2,0.179,CHI,0,2,86,95,-9,0,1
2066,MEM,MEM vs. SAS,3/18/17,48,0.507,0.408,0.108,10.8,0.175,0.5,0.293,0.165,16.5,0.243,SAS,1,2,104,96,8,1,3
2067,WAS,WAS @ CHA,3/18/17,48,0.437,0.392,0.133,13.3,0.186,0.482,0.329,0.083,8.3,0.143,CHA,0,1,93,98,-5,0,3
2068,DAL,DAL @ BKN,3/19/17,48,0.605,0.329,0.105,10.5,0.059,0.521,0.528,0.158,15.8,0.225,BKN,0,2,111,104,7,1,2
2069,DET,DET vs. PHX,3/19/17,48,0.5,0.326,0.114,11.4,0.25,0.384,0.303,0.038,3.8,0.177,PHX,1,2,112,95,17,1,2
2070,MIA,MIA vs. POR,3/19/17,48,0.517,0.227,0.097,9.7,0.302,0.584,0.289,0.13,13,0.333,POR,1,2,104,115,-11,0,1
2071,LAL,LAL vs. CLE,3/19/17,48,0.577,0.209,0.063,6.3,0.227,0.606,0.318,0.103,10.3,0.25,CLE,1,2,120,125,-5,0,1
2072,MIN,MIN @ NOP,3/19/17,48,0.564,0.198,0.149,14.9,0.19,0.622,0.167,0.154,15.4,0.25,NOP,0,2,109,123,-14,0,2
2073,SAC,SAC @ SAS,3/19/17,48,0.536,0.205,0.119,11.9,0.231,0.557,0.31,0.087,8.7,0.326,SAS,0,1,102,118,-16,0,1
2074,NOP,NOP vs. MIN,3/19/17,48,0.622,0.167,0.154,15.4,0.25,0.564,0.198,0.149,14.9,0.19,MIN,1,2,123,109,14,1,2
2075,BKN,BKN vs. DAL,3/19/17,48,0.521,0.528,0.158,15.8,0.225,0.605,0.329,0.105,10.5,0.059,DAL,1,2,104,111,-7,0,2
2076,BOS,BOS @ PHI,3/19/17,48,0.44,0.345,0.169,16.9,0.186,0.534,0.17,0.156,15.6,0.195,PHI,0,2,99,105,-6,0,2
2077,POR,POR @ MIA,3/19/17,48,0.584,0.289,0.13,13,0.333,0.517,0.227,0.097,9.7,0.302,MIA,0,1,115,104,11,1,2
2078,TOR,TOR vs. IND,3/19/17,48,0.56,0.176,0.168,16.8,0.368,0.45,0.325,0.145,14.5,0.196,IND,1,2,116,91,25,1,4
2079,PHI,PHI vs. BOS,3/19/17,48,0.534,0.17,0.156,15.6,0.195,0.44,0.345,0.169,16.9,0.186,BOS,1,2,105,99,6,1,2
2080,SAS,SAS vs. SAC,3/19/17,48,0.557,0.31,0.087,8.7,0.326,0.536,0.205,0.119,11.9,0.231,SAC,1,1,118,102,16,1,1
2081,PHX,PHX @ DET,3/19/17,48,0.384,0.303,0.038,3.8,0.177,0.5,0.326,0.114,11.4,0.25,DET,0,2,95,112,-17,0,2
2082,IND,IND @ TOR,3/19/17,48,0.45,0.325,0.145,14.5,0.196,0.56,0.176,0.168,16.8,0.368,TOR,0,4,91,116,-25,0,2
2083,CLE,CLE @ LAL,3/19/17,48,0.606,0.318,0.103,10.3,0.25,0.577,0.209,0.063,6.3,0.227,LAL,0,1,125,120,5,1,2
2084,CHA,CHA vs. ATL,3/20/17,48,0.575,0.25,0.087,8.7,0.132,0.512,0.119,0.191,19.1,0.3,ATL,1,2,105,90,15,1,2
2085,BOS,BOS vs. WAS,3/20/17,48,0.484,0.301,0.148,14.8,0.38,0.477,0.302,0.168,16.8,0.19,WAS,1,1,110,102,8,1,2
2086,OKC,OKC vs. GSW,3/20/17,48,0.448,0.356,0.11,11,0.245,0.572,0.253,0.17,17,0.243,GSW,1,2,95,111,-16,0,2
2087,PHI,PHI @ ORL,3/20/17,53,0.426,0.235,0.138,13.8,0.241,0.394,0.489,0.152,15.2,0.259,ORL,0,1,109,112,-3,0,3
2088,NYK,NYK @ LAC,3/20/17,48,0.483,0.27,0.123,12.3,0.292,0.552,0.276,0.101,10.1,0.209,LAC,0,4,105,114,-9,0,2
2089,ORL,ORL vs. PHI,3/20/17,53,0.394,0.489,0.152,15.2,0.259,0.426,0.235,0.138,13.8,0.241,PHI,1,3,112,109,3,1,1
2090,LAC,LAC vs. NYK,3/20/17,48,0.552,0.276,0.101,10.1,0.209,0.483,0.27,0.123,12.3,0.292,NYK,1,2,114,105,9,1,4
2091,WAS,WAS @ BOS,3/20/17,48,0.477,0.302,0.168,16.8,0.19,0.484,0.301,0.148,14.8,0.38,BOS,0,2,102,110,-8,0,1
2092,GSW,GSW @ OKC,3/20/17,48,0.572,0.253,0.17,17,0.243,0.448,0.356,0.11,11,0.245,OKC,0,2,111,95,16,1,2
2093,DEN,DEN @ HOU,3/20/17,48,0.581,0.302,0.19,19,0.216,0.601,0.258,0.114,11.4,0.13,HOU,0,2,124,125,-1,0,2
2094,UTA,UTA @ IND,3/20/17,48,0.489,0.227,0.116,11.6,0.283,0.494,0.264,0.084,8.4,0.217,IND,0,2,100,107,-7,0,1
2095,ATL,ATL @ CHA,3/20/17,48,0.512,0.119,0.191,19.1,0.3,0.575,0.25,0.087,8.7,0.132,CHA,0,2,90,105,-15,0,2
2096,IND,IND vs. UTA,3/20/17,48,0.494,0.264,0.084,8.4,0.217,0.489,0.227,0.116,11.6,0.283,UTA,1,1,107,100,7,1,2
2097,HOU,HOU vs. DEN,3/20/17,48,0.601,0.258,0.114,11.4,0.13,0.581,0.302,0.19,19,0.216,DEN,1,2,125,124,1,1,2
2098,LAC,LAC @ LAL,3/21/17,48,0.625,0.381,0.158,15.8,0.325,0.5,0.293,0.1,10,0.286,LAL,0,1,133,109,24,1,2
2099,CHI,CHI @ TOR,3/21/17,53,0.544,0.3,0.139,13.9,0.209,0.537,0.284,0.158,15.8,0.348,TOR,0,3,120,122,-2,0,2
2100,MIN,MIN vs. SAS,3/21/17,48,0.493,0.347,0.245,24.5,0.333,0.532,0.286,0.171,17.1,0.25,SAS,1,2,93,100,-7,0,2
2101,POR,POR vs. MIL,3/21/17,48,0.446,0.313,0.147,14.7,0.265,0.461,0.133,0.136,13.6,0.265,MIL,1,2,90,93,-3,0,3
2102,LAL,LAL vs. LAC,3/21/17,48,0.5,0.293,0.1,10,0.286,0.625,0.381,0.158,15.8,0.325,LAC,1,2,109,133,-24,0,1
2103,MIL,MIL @ POR,3/21/17,48,0.461,0.133,0.136,13.6,0.265,0.446,0.313,0.147,14.7,0.265,POR,0,3,93,90,3,1,2
2104,TOR,TOR vs. CHI,3/21/17,53,0.537,0.284,0.158,15.8,0.348,0.544,0.3,0.139,13.9,0.209,CHI,1,2,122,120,2,1,3
2105,DAL,DAL vs. GSW,3/21/17,48,0.418,0.13,0.115,11.5,0.236,0.635,0.205,0.165,16.5,0.133,GSW,1,2,87,112,-25,0,1
2106,PHX,PHX @ MIA,3/21/17,48,0.463,0.354,0.221,22.1,0.238,0.495,0.24,0.144,14.4,0.354,MIA,0,2,97,112,-15,0,2
2107,SAS,SAS @ MIN,3/21/17,48,0.532,0.286,0.171,17.1,0.25,0.493,0.347,0.245,24.5,0.333,MIN,0,2,100,93,7,1,2
2108,BKN,BKN vs. DET,3/21/17,48,0.489,0.216,0.114,11.4,0.212,0.462,0.174,0.073,7.3,0.222,DET,1,2,98,96,2,1,2
2109,MIA,MIA vs. PHX,3/21/17,48,0.495,0.24,0.144,14.4,0.354,0.463,0.354,0.221,22.1,0.238,PHX,1,2,112,97,15,1,2
2110,DET,DET @ BKN,3/21/17,48,0.462,0.174,0.073,7.3,0.222,0.489,0.216,0.114,11.4,0.212,BKN,0,2,96,98,-2,0,2
2111,NOP,NOP vs. MEM,3/21/17,48,0.449,0.216,0.134,13.4,0.245,0.462,0.165,0.157,15.7,0.093,MEM,1,2,95,82,13,1,3
2112,MEM,MEM @ NOP,3/21/17,48,0.462,0.165,0.157,15.7,0.093,0.449,0.216,0.134,13.4,0.245,NOP,0,3,82,95,-13,0,2
2113,GSW,GSW @ DAL,3/21/17,48,0.635,0.205,0.165,16.5,0.133,0.418,0.13,0.115,11.5,0.236,DAL,0,1,112,87,25,1,2
2114,IND,IND @ BOS,3/22/17,48,0.5,0.218,0.144,14.4,0.353,0.577,0.167,0.175,17.5,0.27,BOS,0,2,100,109,-9,0,2
2115,SAC,SAC vs. MIL,3/22/17,48,0.548,0.119,0.139,13.9,0.205,0.63,0.235,0.118,11.8,0.194,MIL,1,3,98,116,-18,0,1
2116,DET,DET @ CHI,3/22/17,48,0.483,0.193,0.168,16.8,0.356,0.656,0.238,0.119,11.9,0.2,CHI,0,1,95,117,-22,0,1
2117,CHI,CHI vs. DET,3/22/17,48,0.656,0.238,0.119,11.9,0.2,0.483,0.193,0.168,16.8,0.356,DET,1,1,117,95,22,1,1
2118,OKC,OKC vs. PHI,3/22/17,48,0.568,0.341,0.161,16.1,0.486,0.471,0.195,0.102,10.2,0.143,PHI,1,2,122,97,25,1,2
2119,NYK,NYK @ UTA,3/22/17,48,0.531,0.225,0.132,13.2,0.243,0.494,0.322,0.088,8.8,0.426,UTA,0,2,101,108,-7,0,2
2120,PHI,PHI @ OKC,3/22/17,48,0.471,0.195,0.102,10.2,0.143,0.568,0.341,0.161,16.1,0.486,OKC,0,2,97,122,-25,0,2
2121,BOS,BOS vs. IND,3/22/17,48,0.577,0.167,0.175,17.5,0.27,0.5,0.218,0.144,14.4,0.353,IND,1,2,109,100,9,1,2
2122,MIL,MIL @ SAC,3/22/17,48,0.63,0.235,0.118,11.8,0.194,0.548,0.119,0.139,13.9,0.205,SAC,0,1,116,98,18,1,3
2123,ORL,ORL vs. CHA,3/22/17,48,0.534,0.114,0.15,15,0.295,0.517,0.2,0.104,10.4,0.286,CHA,1,2,102,109,-7,0,2
2124,DEN,DEN vs. CLE,3/22/17,48,0.589,0.135,0.061,6.1,0.244,0.594,0.165,0.106,10.6,0.171,CLE,1,2,126,113,13,1,3
2125,WAS,WAS vs. ATL,3/22/17,48,0.458,0.242,0.177,17.7,0.34,0.442,0.337,0.154,15.4,0.229,ATL,1,2,104,100,4,1,2
2126,CLE,CLE @ DEN,3/22/17,48,0.594,0.165,0.106,10.6,0.171,0.589,0.135,0.061,6.1,0.244,DEN,0,3,113,126,-13,0,2
2127,UTA,UTA vs. NYK,3/22/17,48,0.494,0.322,0.088,8.8,0.426,0.531,0.225,0.132,13.2,0.243,NYK,1,2,108,101,7,1,2
2128,ATL,ATL @ WAS,3/22/17,48,0.442,0.337,0.154,15.4,0.229,0.458,0.242,0.177,17.7,0.34,WAS,0,2,100,104,-4,0,2
2129,CHA,CHA @ ORL,3/22/17,48,0.517,0.2,0.104,10.4,0.286,0.534,0.114,0.15,15,0.295,ORL,0,2,109,102,7,1,2
2130,MEM,MEM @ SAS,3/23/17,48,0.5,0.192,0.158,15.8,0.256,0.532,0.299,0.069,6.9,0.158,SAS,0,2,90,97,-7,0,2
2131,POR,POR vs. NYK,3/23/17,48,0.556,0.363,0.136,13.6,0.244,0.438,0.227,0.111,11.1,0.184,NYK,1,2,110,95,15,1,1
2132,SAS,SAS vs. MEM,3/23/17,48,0.532,0.299,0.069,6.9,0.158,0.5,0.192,0.158,15.8,0.256,MEM,1,2,97,90,7,1,2
2133,BKN,BKN vs. PHX,3/23/17,48,0.495,0.442,0.15,15,0.327,0.403,0.366,0.177,17.7,0.254,PHX,1,2,126,98,28,1,2
2134,MIA,MIA vs. TOR,3/23/17,48,0.427,0.28,0.172,17.2,0.2,0.481,0.405,0.18,18,0.297,TOR,1,2,84,101,-17,0,2
2135,NYK,NYK @ POR,3/23/17,48,0.438,0.227,0.111,11.1,0.184,0.556,0.363,0.136,13.6,0.244,POR,0,1,95,110,-15,0,2
2136,TOR,TOR @ MIA,3/23/17,48,0.481,0.405,0.18,18,0.297,0.427,0.28,0.172,17.2,0.2,MIA,0,2,101,84,17,1,2
2137,PHX,PHX @ BKN,3/23/17,48,0.403,0.366,0.177,17.7,0.254,0.495,0.442,0.15,15,0.327,BKN,0,2,98,126,-28,0,2
2138,DAL,DAL vs. LAC,3/23/17,48,0.518,0.22,0.095,9.5,0.1,0.506,0.263,0.175,17.5,0.231,LAC,1,2,97,95,2,1,2
2139,LAC,LAC @ DAL,3/23/17,48,0.506,0.263,0.175,17.5,0.231,0.518,0.22,0.095,9.5,0.1,DAL,0,2,95,97,-2,0,2
2140,DEN,DEN @ IND,3/24/17,48,0.518,0.524,0.126,12.6,0.282,0.574,0.116,0.128,12.8,0.244,IND,0,2,125,117,8,1,2
2141,HOU,HOU vs. NOP,3/24/17,48,0.548,0.215,0.18,18,0.333,0.527,0.154,0.099,9.9,0.12,NOP,1,4,117,107,10,1,3
2142,ORL,ORL vs. DET,3/24/17,48,0.582,0.143,0.108,10.8,0.136,0.365,0.208,0.088,8.8,0.226,DET,1,2,115,87,28,1,2
2143,ATL,ATL @ MIL,3/24/17,48,0.458,0.289,0.174,17.4,0.333,0.489,0.182,0.095,9.5,0.2,MIL,0,2,97,100,-3,0,2
2144,IND,IND vs. DEN,3/24/17,48,0.574,0.116,0.128,12.8,0.244,0.518,0.524,0.126,12.6,0.282,DEN,1,2,117,125,-8,0,2
2145,GSW,GSW vs. SAC,3/24/17,48,0.551,0.202,0.134,13.4,0.295,0.542,0.157,0.202,20.2,0.162,SAC,1,3,114,100,14,1,2
2146,PHX,PHX @ BOS,3/24/17,48,0.488,0.57,0.118,11.8,0.208,0.543,0.372,0.133,13.3,0.235,BOS,0,1,120,130,-10,0,2
2147,SAC,SAC @ GSW,3/24/17,48,0.542,0.157,0.202,20.2,0.162,0.551,0.202,0.134,13.4,0.295,GSW,0,2,100,114,-14,0,3
2148,PHI,PHI @ CHI,3/24/17,48,0.602,0.277,0.188,18.8,0.314,0.462,0.341,0.143,14.3,0.3,CHI,0,2,117,107,10,1,2
2149,CHI,CHI vs. PHI,3/24/17,48,0.462,0.341,0.143,14.3,0.3,0.602,0.277,0.188,18.8,0.314,PHI,1,2,107,117,-10,0,2
2150,DET,DET @ ORL,3/24/17,48,0.365,0.208,0.088,8.8,0.226,0.582,0.143,0.108,10.8,0.136,ORL,0,2,87,115,-28,0,2
2151,NOP,NOP @ HOU,3/24/17,48,0.527,0.154,0.099,9.9,0.12,0.548,0.215,0.18,18,0.333,HOU,0,3,107,117,-10,0,4
2152,WAS,WAS vs. BKN,3/24/17,48,0.557,0.227,0.095,9.5,0.256,0.543,0.317,0.138,13.8,0.146,BKN,1,2,129,108,21,1,1
2153,BKN,BKN @ WAS,3/24/17,48,0.543,0.317,0.138,13.8,0.146,0.557,0.227,0.095,9.5,0.256,WAS,0,1,108,129,-21,0,2
2154,LAL,LAL vs. MIN,3/24/17,53,0.602,0.318,0.18,18,0.265,0.521,0.232,0.131,13.1,0.267,MIN,1,3,130,119,11,1,3
2155,MIL,MIL vs. ATL,3/24/17,48,0.489,0.182,0.095,9.5,0.2,0.458,0.289,0.174,17.4,0.333,ATL,1,2,100,97,3,1,2
2156,CHA,CHA vs. CLE,3/24/17,48,0.478,0.267,0.113,11.3,0.286,0.615,0.324,0.128,12.8,0.097,CLE,1,2,105,112,-7,0,2
2157,CLE,CLE @ CHA,3/24/17,48,0.615,0.324,0.128,12.8,0.097,0.478,0.267,0.113,11.3,0.286,CHA,0,2,112,105,7,1,2
2158,BOS,BOS vs. PHX,3/24/17,48,0.543,0.372,0.133,13.3,0.235,0.488,0.57,0.118,11.8,0.208,PHX,1,2,130,120,10,1,1
2159,MIN,MIN @ LAL,3/24/17,53,0.521,0.232,0.131,13.1,0.267,0.602,0.318,0.18,18,0.265,LAL,0,3,119,130,-11,0,3
2160,UTA,UTA @ LAC,3/25/17,48,0.477,0.209,0.146,14.6,0.25,0.494,0.333,0.105,10.5,0.262,LAC,0,3,95,108,-13,0,2
2161,SAS,SAS vs. NYK,3/25/17,48,0.505,0.081,0.139,13.9,0.327,0.489,0.172,0.164,16.4,0.261,NYK,1,2,106,98,8,1,2
2162,WAS,WAS @ CLE,3/25/17,48,0.646,0.317,0.127,12.7,0.344,0.566,0.325,0.134,13.4,0.275,CLE,0,1,127,115,12,1,1
2163,POR,POR vs. MIN,3/25/17,48,0.711,0.239,0.168,16.8,0.16,0.5,0.421,0.087,8.7,0.162,MIN,1,2,112,100,12,1,1
2164,TOR,TOR @ DAL,3/25/17,48,0.537,0.111,0.171,17.1,0.3,0.421,0.244,0.132,13.2,0.273,DAL,0,2,94,86,8,1,2
2165,MIN,MIN @ POR,3/25/17,48,0.5,0.421,0.087,8.7,0.162,0.711,0.239,0.168,16.8,0.16,POR,0,1,100,112,-12,0,2
2166,CLE,CLE vs. WAS,3/25/17,48,0.566,0.325,0.134,13.4,0.275,0.646,0.317,0.127,12.7,0.344,WAS,1,1,115,127,-12,0,1
2167,DAL,DAL vs. TOR,3/25/17,48,0.421,0.244,0.132,13.2,0.273,0.537,0.111,0.171,17.1,0.3,TOR,1,2,86,94,-8,0,2
