,TEAM,MATCH UP,GAME DATE,MIN,EFG%,FTA RATE,TOV%,TOV,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_TOV,OPP_OREB%,OPP,Home/Away,REST,PTS,OPP_PTS,+/-,WIN,OPP_REST
2168,NYK,NYK @ SAS,3/25/17,48,0.489,0.172,0.164,16.4,0.261,0.505,0.081,0.139,13.9,0.327,SAS,0,2,98,106,-8,0,2
2169,LAC,LAC vs. UTA,3/25/17,48,0.494,0.333,0.105,10.5,0.262,0.477,0.209,0.146,14.6,0.25,UTA,1,2,108,95,13,1,3
2170,BKN,BKN @ ATL,3/26/17,48,0.477,0.349,0.171,17.1,0.273,0.372,0.327,0.196,19.6,0.406,ATL,0,2,107,92,15,1,2
2171,POR,POR @ LAL,3/26/17,48,0.472,0.202,0.133,13.3,0.226,0.423,0.202,0.1,10,0.02,LAL,0,1,97,81,16,1,2
2172,OKC,OKC @ HOU,3/26/17,48,0.559,0.298,0.149,14.9,0.306,0.759,0.266,0.188,18.8,0.071,HOU,0,4,125,137,-12,0,2
2173,SAC,SAC @ LAC,3/26/17,48,0.53,0.155,0.125,12.5,0.133,0.474,0.359,0.106,10.6,0.13,LAC,0,2,98,97,1,1,1
2174,GSW,GSW vs. MEM,3/26/17,48,0.669,0.211,0.203,20.3,0.226,0.494,0.176,0.16,16,0.302,MEM,1,2,106,94,12,1,3
2175,BOS,BOS vs. MIA,3/26/17,48,0.584,0.325,0.192,19.2,0.25,0.489,0.264,0.158,15.8,0.372,MIA,1,2,112,108,4,1,3
2176,NOP,NOP @ DEN,3/26/17,48,0.541,0.124,0.089,8.9,0.196,0.411,0.147,0.087,8.7,0.123,DEN,0,2,115,90,25,1,2
2177,HOU,HOU vs. OKC,3/26/17,48,0.759,0.266,0.188,18.8,0.071,0.559,0.298,0.149,14.9,0.306,OKC,1,2,137,125,12,1,4
2178,LAC,LAC vs. SAC,3/26/17,48,0.474,0.359,0.106,10.6,0.13,0.53,0.155,0.125,12.5,0.133,SAC,1,1,97,98,-1,0,2
2179,MIL,MIL vs. CHI,3/26/17,48,0.482,0.202,0.108,10.8,0.188,0.6,0.118,0.159,15.9,0.286,CHI,1,2,94,109,-15,0,2
2180,PHX,PHX @ CHA,3/26/17,48,0.543,0.272,0.127,12.7,0.195,0.563,0.276,0.072,7.2,0.205,CHA,0,2,106,120,-14,0,2
2181,PHI,PHI @ IND,3/26/17,48,0.477,0.159,0.157,15.7,0.17,0.466,0.326,0.109,10.9,0.231,IND,0,2,94,107,-13,0,2
2182,DEN,DEN vs. NOP,3/26/17,48,0.411,0.147,0.087,8.7,0.123,0.541,0.124,0.089,8.9,0.196,NOP,1,2,90,115,-25,0,2
2183,ATL,ATL vs. BKN,3/26/17,48,0.372,0.327,0.196,19.6,0.406,0.477,0.349,0.171,17.1,0.273,BKN,1,2,92,107,-15,0,2
2184,IND,IND vs. PHI,3/26/17,48,0.466,0.326,0.109,10.9,0.231,0.477,0.159,0.157,15.7,0.17,PHI,1,2,107,94,13,1,2
2185,MIA,MIA @ BOS,3/26/17,48,0.489,0.264,0.158,15.8,0.372,0.584,0.325,0.192,19.2,0.25,BOS,0,3,108,112,-4,0,2
2186,CHA,CHA vs. PHX,3/26/17,48,0.563,0.276,0.072,7.2,0.205,0.543,0.272,0.127,12.7,0.195,PHX,1,2,120,106,14,1,2
2187,MEM,MEM @ GSW,3/26/17,48,0.494,0.176,0.16,16,0.302,0.669,0.211,0.203,20.3,0.226,GSW,0,3,94,106,-12,0,2
2188,CHI,CHI @ MIL,3/26/17,48,0.6,0.118,0.159,15.9,0.286,0.482,0.202,0.108,10.8,0.188,MIL,0,2,109,94,15,1,2
2189,LAL,LAL vs. POR,3/26/17,48,0.423,0.202,0.1,10,0.02,0.472,0.202,0.133,13.3,0.226,POR,1,2,81,97,-16,0,1
2190,SAS,SAS vs. CLE,3/27/17,48,0.517,0.198,0.126,12.6,0.244,0.398,0.157,0.192,19.2,0.176,CLE,1,2,103,74,29,1,2
2191,MEM,MEM @ SAC,3/27/17,48,0.372,0.322,0.087,8.7,0.404,0.507,0.448,0.143,14.3,0.235,SAC,0,1,90,91,-1,0,1
2192,NYK,NYK vs. DET,3/27/17,48,0.577,0.155,0.132,13.2,0.118,0.482,0.25,0.198,19.8,0.267,DET,1,2,109,95,14,1,3
2193,OKC,OKC @ DAL,3/27/17,48,0.471,0.165,0.183,18.3,0.262,0.475,0.238,0.157,15.7,0.178,DAL,0,1,92,91,1,1,2
2194,UTA,UTA vs. NOP,3/27/17,48,0.571,0.212,0.128,12.8,0.256,0.525,0.3,0.095,9.5,0.116,NOP,1,2,108,100,8,1,1
2195,ORL,ORL @ TOR,3/27/17,48,0.511,0.318,0.115,11.5,0.19,0.651,0.422,0.144,14.4,0.265,TOR,0,3,112,131,-19,0,2
2196,CLE,CLE @ SAS,3/27/17,48,0.398,0.157,0.192,19.2,0.176,0.517,0.198,0.126,12.6,0.244,SAS,0,2,74,103,-29,0,2
2197,DET,DET @ NYK,3/27/17,48,0.482,0.25,0.198,19.8,0.267,0.577,0.155,0.132,13.2,0.118,NYK,0,3,95,109,-14,0,2
2198,DAL,DAL vs. OKC,3/27/17,48,0.475,0.238,0.157,15.7,0.178,0.471,0.165,0.183,18.3,0.262,OKC,1,2,91,92,-1,0,1
2199,SAC,SAC vs. MEM,3/27/17,48,0.507,0.448,0.143,14.3,0.235,0.372,0.322,0.087,8.7,0.404,MEM,1,1,91,90,1,1,1
2200,NOP,NOP @ UTA,3/27/17,48,0.525,0.3,0.095,9.5,0.116,0.571,0.212,0.128,12.8,0.256,UTA,0,1,100,108,-8,0,2
2201,TOR,TOR vs. ORL,3/27/17,48,0.651,0.422,0.144,14.4,0.265,0.511,0.318,0.115,11.5,0.19,ORL,1,2,131,112,19,1,3
2202,HOU,HOU vs. GSW,3/28/17,48,0.418,0.459,0.132,13.2,0.217,0.574,0.182,0.163,16.3,0.222,GSW,1,2,106,113,-7,0,2
2203,MIN,MIN @ IND,3/28/17,48,0.532,0.474,0.144,14.4,0.297,0.525,0.432,0.149,14.9,0.314,IND,0,3,115,114,1,1,2
2204,MIL,MIL @ CHA,3/28/17,48,0.716,0.23,0.151,15.1,0.103,0.531,0.363,0.044,4.4,0.114,CHA,0,2,118,108,10,1,2
2205,GSW,GSW @ HOU,3/28/17,48,0.574,0.182,0.163,16.3,0.222,0.418,0.459,0.132,13.2,0.217,HOU,0,2,113,106,7,1,2
2206,MIA,MIA @ DET,3/28/17,48,0.487,0.354,0.139,13.9,0.239,0.471,0.247,0.142,14.2,0.327,DET,0,2,97,96,1,1,1
2207,DET,DET vs. MIA,3/28/17,48,0.471,0.247,0.142,14.2,0.327,0.487,0.354,0.139,13.9,0.239,MIA,1,1,96,97,-1,0,2
2208,CHA,CHA vs. MIL,3/28/17,48,0.531,0.363,0.044,4.4,0.114,0.716,0.23,0.151,15.1,0.103,MIL,1,2,108,118,-10,0,2
2209,PHX,PHX @ ATL,3/28/17,48,0.401,0.25,0.139,13.9,0.25,0.435,0.341,0.176,17.6,0.209,ATL,0,2,91,95,-4,0,2
2210,LAL,LAL vs. WAS,3/28/17,48,0.553,0.188,0.182,18.2,0.282,0.543,0.266,0.124,12.4,0.289,WAS,1,2,108,119,-11,0,3
2211,WAS,WAS @ LAL,3/28/17,48,0.543,0.266,0.124,12.4,0.289,0.553,0.188,0.182,18.2,0.282,LAL,0,3,119,108,11,1,2
2212,PHI,PHI @ BKN,3/28/17,48,0.484,0.231,0.153,15.3,0.245,0.452,0.255,0.124,12.4,0.241,BKN,0,2,106,101,5,1,2
2213,DEN,DEN @ POR,3/28/17,48,0.516,0.213,0.125,12.5,0.273,0.538,0.363,0.09,9,0.3,POR,0,2,113,122,-9,0,2
2214,POR,POR vs. DEN,3/28/17,48,0.538,0.363,0.09,9,0.3,0.516,0.213,0.125,12.5,0.273,DEN,1,2,122,113,9,1,2
2215,IND,IND vs. MIN,3/28/17,48,0.525,0.432,0.149,14.9,0.314,0.532,0.474,0.144,14.4,0.297,MIN,1,2,114,115,-1,0,3
2216,BKN,BKN vs. PHI,3/28/17,48,0.452,0.255,0.124,12.4,0.241,0.484,0.231,0.153,15.3,0.245,PHI,1,2,101,106,-5,0,2
2217,ATL,ATL vs. PHX,3/28/17,48,0.435,0.341,0.176,17.6,0.209,0.401,0.25,0.139,13.9,0.25,PHX,1,2,95,91,4,1,2
2218,LAC,LAC vs. WAS,3/29/17,48,0.639,0.446,0.099,9.9,0.216,0.565,0.312,0.107,10.7,0.298,WAS,1,3,133,124,9,1,1
2219,ATL,ATL @ PHI,3/29/17,48,0.481,0.325,0.182,18.2,0.357,0.477,0.126,0.16,16,0.289,PHI,0,1,99,92,7,1,1
2220,IND,IND @ MEM,3/29/17,48,0.494,0.176,0.131,13.1,0.261,0.534,0.205,0.084,8.4,0.225,MEM,0,1,97,110,-13,0,2
2221,CHA,CHA @ TOR,3/29/17,48,0.547,0.244,0.097,9.7,0.262,0.524,0.289,0.148,14.8,0.325,TOR,0,1,110,106,4,1,2
2222,WAS,WAS @ LAC,3/29/17,48,0.565,0.312,0.107,10.7,0.298,0.639,0.446,0.099,9.9,0.216,LAC,0,1,124,133,-9,0,3
2223,ORL,ORL vs. OKC,3/29/17,53,0.448,0.278,0.125,12.5,0.193,0.471,0.275,0.104,10.4,0.208,OKC,1,2,106,114,-8,0,2
2224,MIA,MIA @ NYK,3/29/17,48,0.548,0.202,0.116,11.6,0.186,0.399,0.236,0.165,16.5,0.347,NYK,0,1,105,88,17,1,2
2225,BOS,BOS vs. MIL,3/29/17,48,0.466,0.261,0.161,16.1,0.349,0.577,0.218,0.169,16.9,0.206,MIL,1,3,100,103,-3,0,1
2226,MIL,MIL @ BOS,3/29/17,48,0.577,0.218,0.169,16.9,0.206,0.466,0.261,0.161,16.1,0.349,BOS,0,1,103,100,3,1,3
2227,PHI,PHI vs. ATL,3/29/17,48,0.477,0.126,0.16,16,0.289,0.481,0.325,0.182,18.2,0.357,ATL,1,1,92,99,-7,0,1
2228,NYK,NYK vs. MIA,3/29/17,48,0.399,0.236,0.165,16.5,0.347,0.548,0.202,0.116,11.6,0.186,MIA,1,2,88,105,-17,0,1
2229,NOP,NOP vs. DAL,3/29/17,48,0.571,0.393,0.064,6.4,0.268,0.56,0.187,0.052,5.2,0.195,DAL,1,2,121,118,3,1,2
2230,GSW,GSW @ SAS,3/29/17,48,0.582,0.129,0.158,15.8,0.278,0.464,0.313,0.178,17.8,0.39,SAS,0,1,110,98,12,1,2
2231,OKC,OKC @ ORL,3/29/17,53,0.471,0.275,0.104,10.4,0.208,0.448,0.278,0.125,12.5,0.193,ORL,0,2,114,106,8,1,2
2232,UTA,UTA @ SAC,3/29/17,48,0.614,0.241,0.12,12,0.189,0.467,0.24,0.138,13.8,0.053,SAC,0,2,112,82,30,1,2
2233,SAC,SAC vs. UTA,3/29/17,48,0.467,0.24,0.138,13.8,0.053,0.614,0.241,0.12,12,0.189,UTA,1,2,82,112,-30,0,2
2234,DAL,DAL @ NOP,3/29/17,48,0.56,0.187,0.052,5.2,0.195,0.571,0.393,0.064,6.4,0.268,NOP,0,2,118,121,-3,0,2
2235,SAS,SAS vs. GSW,3/29/17,48,0.464,0.313,0.178,17.8,0.39,0.582,0.129,0.158,15.8,0.278,GSW,1,2,98,110,-12,0,1
2236,TOR,TOR vs. CHA,3/29/17,48,0.524,0.289,0.148,14.8,0.325,0.547,0.244,0.097,9.7,0.262,CHA,1,2,106,110,-4,0,1
2237,MEM,MEM vs. IND,3/29/17,48,0.534,0.205,0.084,8.4,0.225,0.494,0.176,0.131,13.1,0.261,IND,1,2,110,97,13,1,1
2238,POR,POR vs. HOU,3/30/17,48,0.55,0.244,0.119,11.9,0.275,0.484,0.253,0.17,17,0.302,HOU,1,2,117,107,10,1,2
2239,LAC,LAC @ PHX,3/30/17,48,0.625,0.425,0.146,14.6,0.189,0.571,0.261,0.135,13.5,0.289,PHX,0,1,124,118,6,1,2
2240,DET,DET vs. BKN,3/30/17,48,0.459,0.198,0.162,16.2,0.224,0.435,0.13,0.127,12.7,0.16,BKN,1,2,90,89,1,1,2
2241,CLE,CLE @ CHI,3/30/17,48,0.506,0.193,0.156,15.6,0.2,0.489,0.2,0.144,14.4,0.3,CHI,0,3,93,99,-6,0,4
2242,LAL,LAL @ MIN,3/30/17,48,0.53,0.19,0.181,18.1,0.35,0.539,0.337,0.111,11.1,0.333,MIN,0,2,104,119,-15,0,2
2243,BKN,BKN @ DET,3/30/17,48,0.435,0.13,0.127,12.7,0.16,0.459,0.198,0.162,16.2,0.224,DET,0,2,89,90,-1,0,2
2244,MIN,MIN vs. LAL,3/30/17,48,0.539,0.337,0.111,11.1,0.333,0.53,0.19,0.181,18.1,0.35,LAL,1,2,119,104,15,1,2
2245,CHI,CHI vs. CLE,3/30/17,48,0.489,0.2,0.144,14.4,0.3,0.506,0.193,0.156,15.6,0.2,CLE,1,4,99,93,6,1,3
2246,HOU,HOU @ POR,3/30/17,48,0.484,0.253,0.17,17,0.302,0.55,0.244,0.119,11.9,0.275,POR,0,2,107,117,-10,0,2
2247,PHX,PHX vs. LAC,3/30/17,48,0.571,0.261,0.135,13.5,0.289,0.625,0.425,0.146,14.6,0.189,LAC,1,2,118,124,-6,0,1
2248,HOU,HOU @ GSW,3/31/17,48,0.44,0.253,0.153,15.3,0.375,0.511,0.147,0.12,12,0.302,GSW,0,1,98,107,-9,0,2
2249,MIA,MIA vs. NYK,3/31/17,48,0.458,0.301,0.144,14.4,0.262,0.513,0.213,0.15,15,0.211,NYK,1,2,94,98,-4,0,2
2250,CLE,CLE vs. PHI,3/31/17,48,0.595,0.168,0.092,9.2,0.271,0.555,0.232,0.178,17.8,0.163,PHI,1,1,122,105,17,1,2
2251,BOS,BOS vs. ORL,3/31/17,48,0.524,0.405,0.105,10.5,0.119,0.469,0.255,0.084,8.4,0.216,ORL,1,2,117,116,1,1,2
2252,NYK,NYK @ MIA,3/31/17,48,0.513,0.213,0.15,15,0.211,0.458,0.301,0.144,14.4,0.262,MIA,0,2,98,94,4,1,2
2253,OKC,OKC vs. SAS,3/31/17,48,0.444,0.333,0.184,18.4,0.317,0.488,0.318,0.143,14.3,0.283,SAS,1,2,95,100,-5,0,2
2254,SAC,SAC @ NOP,3/31/17,48,0.422,0.189,0.201,20.1,0.286,0.537,0.2,0.114,11.4,0.208,NOP,0,2,89,117,-28,0,2
2255,PHI,PHI @ CLE,3/31/17,48,0.555,0.232,0.178,17.8,0.163,0.595,0.168,0.092,9.2,0.271,CLE,0,2,105,122,-17,0,1
2256,IND,IND @ TOR,3/31/17,48,0.477,0.241,0.143,14.3,0.245,0.537,0.427,0.147,14.7,0.348,TOR,0,2,100,111,-11,0,2
2257,DET,DET @ MIL,3/31/17,53,0.49,0.165,0.116,11.6,0.25,0.5,0.405,0.118,11.8,0.18,MIL,0,1,105,108,-3,0,2
2258,UTA,UTA vs. WAS,3/31/17,48,0.528,0.431,0.132,13.2,0.184,0.431,0.184,0.158,15.8,0.286,WAS,1,2,95,88,7,1,2
2259,MEM,MEM vs. DAL,3/31/17,48,0.54,0.267,0.156,15.6,0.2,0.461,0.329,0.1,10,0.133,DAL,1,2,99,90,9,1,2
2260,TOR,TOR vs. IND,3/31/17,48,0.537,0.427,0.147,14.7,0.348,0.477,0.241,0.143,14.3,0.245,IND,1,2,111,100,11,1,2
2261,GSW,GSW vs. HOU,3/31/17,48,0.511,0.147,0.12,12,0.302,0.44,0.253,0.153,15.3,0.375,HOU,1,2,107,98,9,1,1
2262,DEN,DEN @ CHA,3/31/17,48,0.589,0.122,0.133,13.3,0.233,0.564,0.349,0.073,7.3,0.204,CHA,0,3,114,122,-8,0,2
2263,NOP,NOP vs. SAC,3/31/17,48,0.537,0.2,0.114,11.4,0.208,0.422,0.189,0.201,20.1,0.286,SAC,1,2,117,89,28,1,2
2264,SAS,SAS @ OKC,3/31/17,48,0.488,0.318,0.143,14.3,0.283,0.444,0.333,0.184,18.4,0.317,OKC,0,2,100,95,5,1,2
2265,MIL,MIL vs. DET,3/31/17,53,0.5,0.405,0.118,11.8,0.18,0.49,0.165,0.116,11.6,0.25,DET,1,2,108,105,3,1,1
2266,ORL,ORL @ BOS,3/31/17,48,0.469,0.255,0.084,8.4,0.216,0.524,0.405,0.105,10.5,0.119,BOS,0,2,116,117,-1,0,2
2267,DAL,DAL @ MEM,3/31/17,48,0.461,0.329,0.1,10,0.133,0.54,0.267,0.156,15.6,0.2,MEM,0,2,90,99,-9,0,2
2268,WAS,WAS @ UTA,3/31/17,48,0.431,0.184,0.158,15.8,0.286,0.528,0.431,0.132,13.2,0.184,UTA,0,2,88,95,-7,0,2
2269,CHA,CHA vs. DEN,3/31/17,48,0.564,0.349,0.073,7.3,0.204,0.589,0.122,0.133,13.3,0.233,DEN,1,2,122,114,8,1,3
2270,LAL,LAL @ LAC,4/1/17,48,0.467,0.333,0.12,12,0.3,0.63,0.493,0.184,18.4,0.133,LAC,0,2,104,115,-11,0,2
2271,ATL,ATL @ CHI,4/1/17,48,0.506,0.189,0.131,13.1,0.244,0.541,0.165,0.124,12.4,0.15,CHI,0,3,104,106,-2,0,2
2272,BKN,BKN vs. ORL,4/1/17,48,0.574,0.17,0.107,10.7,0.225,0.549,0.165,0.139,13.9,0.239,ORL,1,2,121,111,10,1,1
2273,POR,POR vs. PHX,4/1/17,48,0.549,0.337,0.113,11.3,0.268,0.542,0.381,0.167,16.7,0.302,PHX,1,2,130,117,13,1,2
2274,LAC,LAC vs. LAL,4/1/17,48,0.63,0.493,0.184,18.4,0.133,0.467,0.333,0.12,12,0.3,LAL,1,2,115,104,11,1,2
2275,PHX,PHX @ POR,4/1/17,48,0.542,0.381,0.167,16.7,0.302,0.549,0.337,0.113,11.3,0.268,POR,0,2,117,130,-13,0,2
2276,CHI,CHI vs. ATL,4/1/17,48,0.541,0.165,0.124,12.4,0.15,0.506,0.189,0.131,13.1,0.244,ATL,1,2,106,104,2,1,3
2277,SAC,SAC @ MIN,4/1/17,48,0.635,0.423,0.166,16.6,0.184,0.5,0.437,0.105,10.5,0.233,MIN,0,1,123,117,6,1,2
2278,ORL,ORL @ BKN,4/1/17,48,0.549,0.165,0.139,13.9,0.239,0.574,0.17,0.107,10.7,0.225,BKN,0,1,111,121,-10,0,2
2279,MIN,MIN vs. SAC,4/1/17,48,0.5,0.437,0.105,10.5,0.233,0.635,0.423,0.166,16.6,0.184,SAC,1,2,117,123,-6,0,1
2280,MIL,MIL vs. DAL,4/2/17,48,0.584,0.234,0.156,15.6,0.133,0.616,0.274,0.153,15.3,0.121,DAL,1,2,105,109,-4,0,2
2281,CLE,CLE vs. IND,4/2/17,58,0.589,0.347,0.145,14.5,0.306,0.533,0.19,0.098,9.8,0.226,IND,1,2,135,130,5,1,2
2282,CHA,CHA @ OKC,4/2/17,48,0.552,0.416,0.17,17,0.079,0.536,0.143,0.226,22.6,0.171,OKC,0,2,113,101,12,1,2
2283,IND,IND @ CLE,4/2/17,58,0.533,0.19,0.098,9.8,0.226,0.589,0.347,0.145,14.5,0.306,CLE,0,2,130,135,-5,0,2
2284,SAS,SAS vs. UTA,4/2/17,48,0.584,0.286,0.142,14.2,0.25,0.534,0.146,0.108,10.8,0.261,UTA,1,2,109,103,6,1,2
2285,DEN,DEN @ MIA,4/2/17,48,0.534,0.31,0.079,7.9,0.15,0.557,0.241,0.11,11,0.171,MIA,0,2,116,113,3,1,2
2286,PHX,PHX vs. HOU,4/2/17,48,0.46,0.29,0.202,20.2,0.4,0.54,0.23,0.134,13.4,0.25,HOU,1,1,116,123,-7,0,2
2287,HOU,HOU @ PHX,4/2/17,48,0.54,0.23,0.134,13.4,0.25,0.46,0.29,0.202,20.2,0.4,PHX,0,2,123,116,7,1,1
2288,WAS,WAS @ GSW,4/2/17,48,0.522,0.272,0.138,13.8,0.209,0.659,0.295,0.152,15.2,0.256,GSW,0,2,115,139,-24,0,2
2289,MEM,MEM @ LAL,4/2/17,48,0.581,0.175,0.147,14.7,0.128,0.512,0.318,0.149,14.9,0.378,LAL,0,2,103,108,-5,0,1
2290,OKC,OKC vs. CHA,4/2/17,48,0.536,0.143,0.226,22.6,0.171,0.552,0.416,0.17,17,0.079,CHA,1,2,101,113,-12,0,2
2291,UTA,UTA @ SAS,4/2/17,48,0.534,0.146,0.108,10.8,0.261,0.584,0.286,0.142,14.2,0.25,SAS,0,2,103,109,-6,0,2
2292,CHI,CHI @ NOP,4/2/17,48,0.56,0.196,0.108,10.8,0.209,0.469,0.432,0.117,11.7,0.13,NOP,0,1,117,110,7,1,2
2293,PHI,PHI @ TOR,4/2/17,48,0.519,0.313,0.212,21.2,0.325,0.576,0.224,0.153,15.3,0.294,TOR,0,2,105,113,-8,0,2
2294,ATL,ATL @ BKN,4/2/17,48,0.419,0.288,0.196,19.6,0.157,0.451,0.244,0.202,20.2,0.182,BKN,0,1,82,91,-9,0,1
2295,BOS,BOS @ NYK,4/2/17,48,0.639,0.361,0.178,17.8,0.172,0.429,0.294,0.111,11.1,0.182,NYK,0,2,110,94,16,1,2
2296,BKN,BKN vs. ATL,4/2/17,48,0.451,0.244,0.202,20.2,0.182,0.419,0.288,0.196,19.6,0.157,ATL,1,1,91,82,9,1,1
2297,MIA,MIA vs. DEN,4/2/17,48,0.557,0.241,0.11,11,0.171,0.534,0.31,0.079,7.9,0.15,DEN,1,2,113,116,-3,0,2
2298,GSW,GSW vs. WAS,4/2/17,48,0.659,0.295,0.152,15.2,0.256,0.522,0.272,0.138,13.8,0.209,WAS,1,2,139,115,24,1,2
2299,LAL,LAL vs. MEM,4/2/17,48,0.512,0.318,0.149,14.9,0.378,0.581,0.175,0.147,14.7,0.128,MEM,1,1,108,103,5,1,2
2300,NOP,NOP vs. CHI,4/2/17,48,0.469,0.432,0.117,11.7,0.13,0.56,0.196,0.108,10.8,0.209,CHI,1,2,110,117,-7,0,1
2301,DAL,DAL @ MIL,4/2/17,48,0.616,0.274,0.153,15.3,0.121,0.584,0.234,0.156,15.6,0.133,MIL,0,2,109,105,4,1,2
2302,NYK,NYK vs. BOS,4/2/17,48,0.429,0.294,0.111,11.1,0.182,0.639,0.361,0.178,17.8,0.172,BOS,1,2,94,110,-16,0,2
2303,TOR,TOR vs. PHI,4/2/17,48,0.576,0.224,0.153,15.3,0.294,0.519,0.313,0.212,21.2,0.325,PHI,1,2,113,105,8,1,2
2304,POR,POR @ MIN,4/3/17,48,0.506,0.291,0.055,5.5,0.256,0.512,0.333,0.115,11.5,0.333,MIN,0,2,109,110,-1,0,2
2305,MIN,MIN vs. POR,4/3/17,48,0.512,0.333,0.115,11.5,0.333,0.506,0.291,0.055,5.5,0.256,POR,1,2,110,109,1,1,2
2306,CHI,CHI @ NYK,4/4/17,48,0.412,0.271,0.143,14.3,0.224,0.506,0.18,0.158,15.8,0.381,NYK,0,2,91,100,-9,0,2
2307,BKN,BKN @ PHI,4/4/17,48,0.747,0.44,0.169,16.9,0.043,0.505,0.278,0.104,10.4,0.286,PHI,0,2,141,118,23,1,2
2308,MEM,MEM @ SAS,4/4/17,53,0.438,0.202,0.15,15,0.24,0.506,0.225,0.158,15.8,0.174,SAS,0,2,89,95,-6,0,2
2309,SAS,SAS vs. MEM,4/4/17,53,0.506,0.225,0.158,15.8,0.174,0.438,0.202,0.15,15,0.24,MEM,1,2,95,89,6,1,2
2310,MIN,MIN @ GSW,4/4/17,48,0.448,0.271,0.137,13.7,0.373,0.607,0.286,0.131,13.1,0.205,GSW,0,1,107,121,-14,0,2
2311,DEN,DEN @ NOP,4/4/17,48,0.601,0.212,0.106,10.6,0.375,0.58,0.17,0.067,6.7,0.222,NOP,0,2,134,131,3,1,2
2312,MIL,MIL @ OKC,4/4/17,48,0.377,0.321,0.127,12.7,0.192,0.53,0.298,0.143,14.3,0.282,OKC,0,2,79,110,-31,0,2
2313,POR,POR @ UTA,4/4/17,48,0.434,0.205,0.097,9.7,0.149,0.615,0.257,0.166,16.6,0.241,UTA,0,1,87,106,-19,0,2
2314,ORL,ORL @ CLE,4/4/17,48,0.448,0.302,0.139,13.9,0.229,0.646,0.256,0.122,12.2,0.135,CLE,0,3,102,122,-20,0,2
2315,CHA,CHA @ WAS,4/4/17,48,0.582,0.278,0.167,16.7,0.231,0.606,0.212,0.139,13.9,0.176,WAS,0,2,111,118,-7,0,2
2316,NYK,NYK vs. CHI,4/4/17,48,0.506,0.18,0.158,15.8,0.381,0.412,0.271,0.143,14.3,0.224,CHI,1,2,100,91,9,1,2
2317,DAL,DAL @ SAC,4/4/17,48,0.475,0.175,0.17,17,0.167,0.519,0.21,0.197,19.7,0.262,SAC,0,2,87,98,-11,0,3
2318,TOR,TOR @ IND,4/4/17,48,0.48,0.25,0.152,15.2,0.154,0.506,0.202,0.112,11.2,0.227,IND,0,2,90,108,-18,0,2
2319,WAS,WAS vs. CHA,4/4/17,48,0.606,0.212,0.139,13.9,0.176,0.582,0.278,0.167,16.7,0.231,CHA,1,2,118,111,7,1,2
2320,GSW,GSW vs. MIN,4/4/17,48,0.607,0.286,0.131,13.1,0.205,0.448,0.271,0.137,13.7,0.373,MIN,1,2,121,107,14,1,1
2321,CLE,CLE vs. ORL,4/4/17,48,0.646,0.256,0.122,12.2,0.135,0.448,0.302,0.139,13.9,0.229,ORL,1,2,122,102,20,1,3
2322,PHI,PHI vs. BKN,4/4/17,48,0.505,0.278,0.104,10.4,0.286,0.747,0.44,0.169,16.9,0.043,BKN,1,2,118,141,-23,0,2
2323,IND,IND vs. TOR,4/4/17,48,0.506,0.202,0.112,11.2,0.227,0.48,0.25,0.152,15.2,0.154,TOR,1,2,108,90,18,1,2
2324,SAC,SAC vs. DAL,4/4/17,48,0.519,0.21,0.197,19.7,0.262,0.475,0.175,0.17,17,0.167,DAL,1,3,98,87,11,1,2
2325,UTA,UTA vs. POR,4/4/17,48,0.615,0.257,0.166,16.6,0.241,0.434,0.205,0.097,9.7,0.149,POR,1,2,106,87,19,1,1
2326,NOP,NOP vs. DEN,4/4/17,48,0.58,0.17,0.067,6.7,0.222,0.601,0.212,0.106,10.6,0.375,DEN,1,2,131,134,-3,0,2
2327,OKC,OKC vs. MIL,4/4/17,48,0.53,0.298,0.143,14.3,0.282,0.377,0.321,0.127,12.7,0.192,MIL,1,2,110,79,31,1,2
2328,DAL,DAL @ LAC,4/5/17,48,0.506,0.209,0.162,16.2,0.239,0.587,0.413,0.152,15.2,0.132,LAC,0,1,101,112,-11,0,4
2329,CLE,CLE @ BOS,4/5/17,48,0.527,0.196,0.103,10.3,0.302,0.451,0.358,0.132,13.2,0.174,BOS,0,1,114,91,23,1,3
2330,CHA,CHA vs. MIA,4/5/17,48,0.5,0.308,0.066,6.6,0.108,0.601,0.143,0.089,8.9,0.179,MIA,1,1,99,112,-13,0,3
2331,MEM,MEM vs. OKC,4/5/17,48,0.532,0.269,0.149,14.9,0.179,0.518,0.282,0.126,12.6,0.279,OKC,1,1,100,103,-3,0,1
2332,GSW,GSW @ PHX,4/5/17,48,0.579,0.27,0.139,13.9,0.167,0.451,0.252,0.145,14.5,0.385,PHX,0,1,120,111,9,1,3
2333,PHX,PHX vs. GSW,4/5/17,48,0.451,0.252,0.145,14.5,0.385,0.579,0.27,0.139,13.9,0.167,GSW,1,3,111,120,-9,0,1
2334,DEN,DEN @ HOU,4/5/17,48,0.428,0.173,0.107,10.7,0.211,0.483,0.437,0.147,14.7,0.22,HOU,0,1,104,110,-6,0,3
2335,OKC,OKC @ MEM,4/5/17,48,0.518,0.282,0.126,12.6,0.279,0.532,0.269,0.149,14.9,0.179,MEM,0,1,103,100,3,1,1
